ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,AUTHORX,CALLNO,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,CONTROLNO,COPYNO,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DISPVALUE,EARLYDATE,EDITION,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FLAGDATE,FLAGNOTES,FLAGREASON,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,ISBN,ISSN,LANGUAGE,LATDEG,LATEDATE,LCCN,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,OTHERNO,PARENT,PEOPLE,PHYSDESC,POLICYNO,PROVENANCE,PUBLISHER,PUBNOTES,PUBPLACE,RECAS,RECDATE,RECFROM,RELNOTES,SERIES,SERIESX,SITE,SITENO,SITESADDED,SPINELBL,STATUS,STATUSBY,STATUSDATE,STERMS,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TITLEX,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
B39,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Lodge, Sir Oliver",,0,0,,1919,,,1919,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B39,book,,,,,,Documentary Artifact,,299 p.,,,George Doran,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Christopher: A Study in Human Personaltiy,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 11:40:00,,/ /,.F.
B40,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Benton, Caroline French",,0,0,,1911,,,1911,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B40,book,,,,,,Documentary Artifact,,251 p.,,,Dana Estes,,Boston,,,,,,,,,,,Shelf,,/ /,,menus etiquette,,,/ /,,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 11:44:00,,/ /,.F.
B41,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"smith, Dodie",,0,0,,1049,,,1049,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,inscription reads--Mrs. F.O. Kellogg Best Wishes for 1950 From: Ada F. Kirk,B41,book,,,,,,Documentary Artifact,,338 p.,,,William Heinemann,,London,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,I Capture the Castle,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-21 13:34:00,,/ /,.F.
B42,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Bartlett, John",,0,0,,1914,,,1914,"10th ed., revised Ed. Nathan Haskell",,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 2,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B42,book,,,,,,Documentary Artifact,,1454 p.,,,"Little, Brown",,Boston,,,,,,,,,,,Shelf,,/ /,,quotations,,,/ /,,,,,Familiar Quotations,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:05:00,Unknown,/ /,.F.
B43,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Holt, Emily",,0,0,,1920,,,1920,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B43,book,,,,,,Documentary Artifact,,276 p.,,,Doubleday,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,Everyman's Encyclopedia of Etiquette,"What to Do, What to Say, What to Write, What to Wear: A Book of Manners for Everyday Use",,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-11-15 11:15:00,,/ /,.F.
B44,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Lippmann, Walter",,0,0,,1929,,,1929,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B44,book,,,,,,Documentary Artifact,,348 p.,,,Macmillan,,New York,,,,,,,,,,,Shelf,,/ /,,,,,/ /,,,,,A Preface to Morals,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 12:27:00,,/ /,.F.
B45,0,,,,,,pes,2001-10-19 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Weaver, Louise Bennett and LeCron, Helen Cowles",,0,0,,1922,,,1922,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B45,book,,,,,,Documentary Artifact,,397 p.,,,A.L. Burt,,New York,,,,,,,,,,,Shelf,,/ /,,recipes menus nutrition,,,/ /,,,,,A Thousand Ways to Please a Family: with Bettina's Best Recipes,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-19 12:31:00,,/ /,.F.
B46,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Bancroft, Hubert Howe",,0,0,,1914,,,1914,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B46,book,,,,,,Documentary Artifact,,581 p.,,,Bancroft,,New York,,,,,,,,,,,Shelf,,/ /,,"history, Mexico",,,/ /,,,,,History of Mexico,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-21 12:26:00,,/ /,.F.
B47,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Berlitz, M.D.",,0,0,,1918,,,1918,new American,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B47,book,,,,,,Documentary Artifact,,153 p.,,,M.D. Berlitz,,New York,,,,,,,,,,,Shelf,,/ /,,"languare, French",,,/ /,,,,,Deuxieme Livre,"Nouvelle Edition Americaine, Revue et Completement Remainee",,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2001-10-21 12:30:00,,/ /,.F.
OHM B48,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Herford, Oliver",,0,0,,1918,,,1918,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B48,book,,,,,,Documentary Artifact,,134 p.,,,George H. Doran,,New York,,,,,,,,,,,Shelf,,/ /,,light verse World War I,,,/ /,,,,,The Laughing Willow,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2007-06-01 13:11:00,Unknown,/ /,.F.
OHM B49,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Excellent,,,1,"Ybarra, Thomas",,0,0,,1908,,,1908,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"Henry Mayer, illustrator",OHM B49,book,,,,,,Documentary Artifact,,102 p.,,,Henry Holt,,New York,,,,,,,,,,,Shelf,,/ /,,"songs, novelty songs, naval",,,/ /,,,,,Davy Jones's Yarns and Other Salted Songs,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2007-06-01 13:09:00,Unknown,/ /,.F.
OHM B50,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Fair,spine stained and top torn,,0,"Morison, Elizabeth and Lamont, Frances",,0,0,,1911,,,1911,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 5/Row 2,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B50,book,,,,,,Documentary Artifact,,162 p.,,,Macmillan,,London,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,An Adventure,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-15 14:13:00,Unknown,/ /,.F.
OHM B51,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Fair,stained pages and cover,,0,"Morley, Christopher",,0,0,,1927,,,1927,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"Jeanette Warmuth, illustraor",OHM B51,book,,,,,,Documentary Artifact,,235 p.,,,"Doubleday, Page",,New York,,,,,,,,,,,Shelf,,/ /,,short stories,,,/ /,,,,,I Know a Secret,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-06-02 14:19:00,,/ /,.F.
OHM B52,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Johns, Rowland, editor",,0,0,,1932,,,1932,first,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B52,book,,,,,,Documentary Artifact,,85 p.,,,Dutton,,New York,,,,,Our Friend the Dog,,,,,,Shelf,,/ /,,"dogs, cairn",,,/ /,,,,,Our Friend the Cairn,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:42:00,,/ /,.F.
OHM B53,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Gilbert, W.S.",,0,0,,1925,,,1925,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,Introduction By Gilbert Gabriel,OHM B53,book,,,,,,Documentary Artifact,,218 p. soft leather cover,,,Modern Library,,New York,,,,,The Modern Library,,,,,,Shelf,,/ /,,"plays theater, musical",,,/ /,,,,,H.M.S. Pinafore and Other Plays,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-06-02 10:15:00,,/ /,.F.
OHM B54,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Fair,stained near spine,,0,"""Various""",,0,0,,1884,,,1884,V,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoor,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,signed in pencil--Mr. W.F. Osborne 1886,OHM B54,book,,,,,,Documentary Artifact,,191 p.,,,Scribner,,New York,,,,,Stories by American Authors,,,,,,Shelf,,/ /,,short stories,,,/ /,,,,,"Stories by American Authors, #V",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-26 11:37:00,,/ /,.F.
OHM B55,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,0,"Mackail, J.W., translator",,0,0,,1908,,,1908,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B55,Book,,,,,,Documentary Artifact,,170 p.,,,"Longmans, Green & Co.",,New York,,,,,,,,,,,Shelf,,/ /,,"epigrams, Greek",,,/ /,,,,,Select Epigrams from the Greek Anthology,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 14:27:00,,/ /,.F.
OHM B56,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Landon, Judson S.",,0,0,,1889,,,1889,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B56,book,,,,,,Documentary Artifact,,389 p.,,,"Houghton, Mifflin",,Boston,,,,,,,,,,,Shelf,,/ /,,"government, United States constitution, United States history, United States",,,/ /,,,,,The Constitutional History and Government of the United States,A Series of Lectures,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 14:25:00,,/ /,.F.
OHM B57,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Harland, Marion",,0,0,,1908,,,1908,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"Mary Taylor, illustrator",OHM B57,book,,,,,,Documentary Artifact,,439 p.,,,Bobbs-Merrill,,Indianapolis,,,,,,,,,,,Shelf,,/ /,,housekeeping chores cleaning,,,/ /,,,,,The Housekeeper's Week,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:36:00,,/ /,.F.
OHM B58,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Poor,very stained and warped covers,,0,"Webster, Noah and Campbell, Loomis J.",,0,0,,1877,,,1877,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B58,Book,,,,,,Documentary Artifact,,320 p.,,,American Book Co.,,New York,,,,,,,,,,,Shelf,,/ /,,dictionary,,,/ /,,,,,Webster's Handy Dictionary,A Handy Dictionary of the English Languaue,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:37:00,Unknown,/ /,.F.
OHM B59,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Barrie, J.M.",,0,0,,1893,,,1893,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B59,book,,,,,,Documentary Artifact,,285 p.,,,Henry Altemus,,Philadelphia,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,A Window in Thurms,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:36:00,,/ /,.F.
OHM B60,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Maupassant, Guy",,0,0,,1917,,,1917,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B60,book,,,,,,Documentary Artifact,,246 p.,,,Harper,,New York,,,,,,,,,,,Shelf,,/ /,,short stories,,,/ /,,,,,The Second Odd Number,Thirteen Tales,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:35:00,,/ /,.F.
OHM B61,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Burgess, Gelett and Johnson, Burges",,0,0,,1913,,,1913,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"inscribed H & B This may denote Howard and Barber Dept. Store, Downtown Derby",OHM B61,book,,,,,,Documentary Artifact,,n.p.,,,McClurg and Co.,,Chicago,,,,,,,,,,,Shelf,,/ /,,light verse,,,/ /,,,,,The Cat's Elegy,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:35:00,,/ /,.F.
OHM B62,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Ashford, Daisy",,0,0,,1919,,,1919,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,Preface by J.M. Barrie,OHM B62,book,,,,,,Documentary Artifact,,105 p.,,,George H. Doran,,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,The Young Visitors,"or, Mr. Salteena's Plan",,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:34:00,,/ /,.F.
OHM B63,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,includes paper cover,,1,"Nicolson, Harold",,0,0,,1934,,,1934,American,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B63,book,,,,,,Documentary Artifact,,223 p.,,,Oxford University Press,,New York,,,,,the World's Classics,,,,,,Shelf,,/ /,,short stories,,,/ /,,,,,Some People,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:32:00,,/ /,.F.
OHM B64,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Thurston, Carl H.P.",,0,0,,1916,,,1916,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B64,book,,,,,,Documentary Artifact,,291 p.,,,"Dood, Mead",,New York,,,,,,,,,,,Shelf,,/ /,,art interpretation art appreciation art history,,,/ /,,,,,The Art of Looking at Pictures,An Introduction to the Old Masters,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:32:00,,/ /,.F.
OHM B65,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Walker, Francis A.",,0,0,,1895,,,1895,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B65,book,,,,,,Documentary Artifact,,332 p.,,,Scribner,,New York,,,,,The American History Series,,,,,,Shelf,,/ /,,"history, United States",,,/ /,,,,,"The Making of the Nation, 1783-1817",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:31:00,,/ /,.F.
OHM B66,0,,,,,,pes,2001-10-21 00:00:00,,Osborne Homestead Museum,/ /,,Good,spine stained,,1,"Kreymborg, Alfred",,0,0,,1916,,,1916,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B66,book,,,,,,Documentary Artifact,,142 p.,,,Knopf,,New York,,,,,,,,,,,Shelf,,/ /,,poetry,,,/ /,,,,,Mushrooms: A Book of Free Forms,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:31:00,,/ /,.F.
OHM B67,0,,,,,,pes,2001-10-28 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Howe, M.A. DeWolfe",,0,0,,1898,,,1898,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B67,Book,,,,,,Documentary Artifact,,295 p.,,,"Dood, Mead",,New York,,,,,,,,,,,Shelf,,/ /,,"biographies, authors authors, 19th century",,,/ /,,,,,American Book men,"Sketches, chiefly biographical, of certain writers of the 19th century",,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:30:00,,/ /,.F.
OHM B68,0,,,,,,pes,2001-10-28 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Faulkner, Edward H.",,0,0,,1943,,,1943,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B68,book,,,,,,Documentary Artifact,,155 p.,,,Grosset,,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,Plowman's Folly,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:30:00,,/ /,.F.
OHM B69,0,,,,,,pes,2001-10-28 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Maxwell, W.B.",,0,0,,1910,,,1910,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B69,book,,,,,,Documentary Artifact,,392 p.,,,D. Appleton,,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,The Rest Cure: A Novel,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:30:00,,/ /,.F.
OHM B70,0,,,,,,pes,2001-10-28 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Doyle, Arthur Conan",,0,0,,1918,,,1918,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B70,book,,,,,,Documentary Artifact,,122 p.,,,George H. Doran,,New York,,,,,,,,,,,Shelf,,/ /,,spiritualism,,,/ /,,,,,The New Revelation,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:29:00,,/ /,.F.
OHM B71,0,,,,,,pes,2001-10-28 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Graham, Harry",,0,0,,1910,,,1910,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B71,book,,,,,,Documentary Artifact,,306 p.,,,Duffield,,New York,,,,,,,,,,,Shelf,,/ /,,"essays, humorous",,,/ /,,,,,The Bolster Book: A Book for the Bedside,Compiled from the occasional writings of Reginald Drake Biffin,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:28:00,,/ /,.F.
OHM B72,0,,,,,,pes,2001-10-28 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Berlitz, M.D.",,0,0,,1897,,,1897,"Nouvelle edition, revue et augmentee",,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"signed in pencil--Waldo S. Kellogg 12/16/98 on 1st page, top",OHM B72,book,,,,,,Documentary Artifact,,82 p.,,,Berlitz et cie,,New York,,,,,Premier Livre,,,,,,Shelf,,/ /,,"language, French French language, lessons",,,/ /,,,,,Methode Berlitz: Pour L'enseigement des Langues Modernes,Partie Francaie,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:28:00,,/ /,.F.
OHM B73,0,,,,,,pe,2001-10-28 00:00:00,,Osborne Homestead Museum,/ /,,Good,,,1,"Locke, William J.",,0,0,,1924,,,1924,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B73,book,,,,,,Documentary Artifact,,370 p.,,,"Dodd, Mead",,New York,,,,,,,,,,,Shelf,,/ /,,fiction,,,/ /,,,,,The Coming of Amos,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:27:00,,/ /,.F.
OHM B74,0,,,,,,pes,2001-11-01 00:00:00,,Osborne Homestead Museum,/ /,,Fair,stained cover,,1,"Carroll, Lewis",,0,0,,1899,,,1899,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B74,book,,,,,,Documentary Artifact,,202 p.,,,Henry Altemus,,Philadelphia,,,,,,,,,,,Shelf,,/ /,,"nursery story fiction, juvenile",,,/ /,,,,,Alice's Adventures in Wonderland,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:27:00,,/ /,.F.
OHM B75,0,,,,,,pes,2001-11-01 00:00:00,,Osborne Homestead Museum,/ /,,Good,"not on paper, typed book inventory",,1,"Marshall, Bruce",,0,0,,1954,,,1954,,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,livingroom case by front frenchdoors,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,"signed on flyleaf ""To dear Mrs. Kellogg From Ada Kink",OHM B75,book,,,,,,Documentary Artifact,,104 p.,,,Constable and Co.,,London,,,,,,,,,,,Shelf,,/ /,,cats,,,/ /,,,,,Thoughts of My Cats,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2006-05-19 12:26:00,,/ /,.F.
