ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,AUTHORX,CALLNO,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,CONTROLNO,COPYNO,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DISPVALUE,EARLYDATE,EDITION,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FLAGDATE,FLAGNOTES,FLAGREASON,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,ISBN,ISSN,LANGUAGE,LATDEG,LATEDATE,LCCN,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,OTHERNO,PARENT,PEOPLE,PHYSDESC,POLICYNO,PROVENANCE,PUBLISHER,PUBNOTES,PUBPLACE,RECAS,RECDATE,RECFROM,RELNOTES,SERIES,SERIESX,SITE,SITENO,SITESADDED,SPINELBL,STATUS,STATUSBY,STATUSDATE,STERMS,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TITLEX,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
B 610,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 10,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 610,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:10:00,Unknown,/ /,.F.
B 611,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 11,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 611,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:12:00,Unknown,/ /,.F.
B 612,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 12,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 612,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:13:00,Unknown,/ /,.F.
B 613,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 13,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 613,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:14:00,Unknown,/ /,.F.
B 614,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 14,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 614,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:15:00,Unknown,/ /,.F.
B 615,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 15,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 615,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:16:00,Unknown,/ /,.F.
B 616,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 16,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 616,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:17:00,Unknown,/ /,.F.
B 617,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 17,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 617,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:18:00,Unknown,/ /,.F.
B 618,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 18,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 618,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:19:00,Unknown,/ /,.F.
B 619,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 18,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 619,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:20:00,Unknown,/ /,.F.
B 619,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 20,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 620,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:21:00,Unknown,/ /,.F.
OHM B621,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 21,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B621,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:22:00,Unknown,/ /,.F.
B 622,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 22,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 622,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Glbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:24:00,Unknown,/ /,.F.
B 623,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 23,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 2,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 623,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:25:00,Unknown,/ /,.F.
B 624,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Parker, Gilbert",,0,0,,1912,,,1912,Vol 24,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 6,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 624,book,,,,,,Documentary Artifact,,347 p.,,,scribner,,new york,,,,,,,,,,,Shelf,,/ /,,american literature fiction,,,/ /,,,,,Works of Gilbert Parker,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-18 13:26:00,Unknown,/ /,.F.
B 625,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 1,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 625,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:13:00,Unknown,/ /,.F.
B 626,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 2,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 626,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:14:00,Unknown,/ /,.F.
B 627,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 3,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 627,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:15:00,Unknown,/ /,.F.
B 628,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 4,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 628,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:15:00,Unknown,/ /,.F.
B 629,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 5,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 629,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:16:00,Unknown,/ /,.F.
B 630,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 6,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 630,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:17:00,Unknown,/ /,.F.
B 631,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 7,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRAREY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 631,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:18:00,Unknown,/ /,.F.
B 632,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 8,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 632,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:19:00,Unknown,/ /,.F.
B 633,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 9,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 633,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:20:00,Unknown,/ /,.F.
B 634,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 10,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 634,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:21:00,Unknown,/ /,.F.
B 635,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 11,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 635,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:21:00,Unknown,/ /,.F.
B 636,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"Scott, Walter",,0,0,,1892,,,1892,vol 12,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 636,book,,,,,,Documentary Artifact,,674 p.,,,houlston and stoneman,,london,,,,,,,,,,,Shelf,,/ /,,fiction british literature,,,/ /,,,,,Scott's Waverly Novels,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:22:00,Unknown,/ /,.F.
B 637,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"merimee, prosper",,0,0,,1905,,,1905,vol 1,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 637,book,,,,,,Documentary Artifact,,"674 p.,",,,croscup and holby,,new york,,,,,,,,,,,Shelf,,/ /,,french literature fiction,,,/ /,,,,,writings of prosper merimee,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:20:00,Unknown,/ /,.F.
B 638,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"merimee, prosper",,0,0,,1905,,,1905,vol 2,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 638,book,,,,,,Documentary Artifact,,"674 p.,",,,croscup and holby,,new york,,,,,,,,,,,Shelf,,/ /,,french literature fiction,,,/ /,,,,,writings of prosper merimee,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:19:00,Unknown,/ /,.F.
B 639,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"merimee, prosper",,0,0,,1905,,,1905,vol 3,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 639,book,,,,,,Documentary Artifact,,"674 p.,",,,croscup and holby,,new york,,,,,,,,,,,Shelf,,/ /,,french literature fiction,,,/ /,,,,,writings of prosper merimee,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:18:00,Unknown,/ /,.F.
OHM B640,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"merimee, prosper",,0,0,,1905,,,1905,vol 4,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B640,book,,,,,,Documentary Artifact,,"674 p.,",,,croscup and holby,,new york,,,,,,,,,,,Shelf,,/ /,,french literature fiction,,,/ /,,,,,writings of prosper merimee,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:18:00,Unknown,/ /,.F.
B 641,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"merimee, prosper",,0,0,,1905,,,1905,vol 5,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 641,book,,,,,,Documentary Artifact,,"674 p.,",,,croscup and holby,,new york,,,,,,,,,,,Shelf,,/ /,,french literature fiction,,,/ /,,,,,writings of prosper merimee,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:17:00,Unknown,/ /,.F.
B 642,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"merimee, prosper",,0,0,,1905,,,1905,vol 6,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 642,book,,,,,,Documentary Artifact,,"674 p.,",,,croscup and holby,,new york,,,,,,,,,,,Shelf,,/ /,,french literature fiction,,,/ /,,,,,writings of prosper merimee,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:17:00,Unknown,/ /,.F.
B 643,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,"merimee, prosper",,0,0,,1905,,,1905,vol 7,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 3,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 643,book,,,,,,Documentary Artifact,,"674 p.,",,,croscup and holby,,new york,,,,,,,,,,,Shelf,,/ /,,french literature fiction,,,/ /,,,,,writings of prosper merimee,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-08-08 13:16:00,Unknown,/ /,.F.
B 644,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,World Authors,,0,0,,1896,,,1896,vol 1,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 4,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 644,book,,,,,,Documentary Artifact,,478 p.,,,international society,,new york,,,,,,,,,,,Shelf,,/ /,,world literature ancient literature,,,/ /,,,,,"Library of the World's Best Literature, Ancient and Modern",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:39:00,Unknown,/ /,.F.
B 645,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,world authors,,0,0,,1896,,,1896,vol 2,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 4,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 645,book,,,,,,Documentary Artifact,,478 p.,,,international society,,new york,,,,,,,,,,,Shelf,,/ /,,world literature ancient literature,,,/ /,,,,,"library of the world's best literature, ancient and modern",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:39:00,Unknown,/ /,.F.
B 646,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,world authors,,0,0,,1896,,,1896,vol 3,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 4,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 646,book,,,,,,Documentary Artifact,,478 p.,,,international society,,new york,,,,,,,,,,,Shelf,,/ /,,world literature ancient literature,,,/ /,,,,,"library of the world's best literature, ancient and modern",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:40:00,Unknown,/ /,.F.
OHM B 647,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,world authors,,0,0,,1896,,,1896,vol 4,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 4,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,OHM B 647,book,,,,,,Documentary Artifact,,478 p.,,,international society,,new york,,,,,,,,,,,Shelf,,/ /,,world literature ancient literature,,,/ /,,,,,"library of the world's best literature, ancient and modern",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:40:00,Unknown,/ /,.F.
B 648,0,,,,,,,2005-08-26 00:00:00,,osborne homestead museum,/ /,,Good,,,0,world authors,,0,0,,1896,,,1896,vol 5,,0,,,,,/ /,/ / : : AM,,,8: Communication Artifact,LIBRARY Case 8 Row 4,0,,/ /,,,,0,,/ /,,,,0,0,,,,/ /,,0,,,,,,,0,,/ /,,,B 648,book,,,,,,Documentary Artifact,,478 p.,,,international society,,new york,,,,,,,,,,,Shelf,,/ /,,world literature ancient literature,,,/ /,,,,,"library of the world's best literature, ancient and modern",,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2010-07-11 14:40:00,Unknown,/ /,.F.
