ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,COPYRIGHT,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DIMNOTES,DISPVALUE,EARLYDATE,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FILMSIZE,FLAGDATE,FLAGNOTES,FLAGREASON,FRAME,FRAMENO,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,LATDEG,LATEDATE,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,MEDIUM,NEGLOC,NEGNO,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,ORIGCOPY,OTHERNO,OUTDATE,PARENT,PEOPLE,PLACE,POLICYNO,PRINTSIZE,PROCESS,PROVENANCE,PUBNOTES,RECAS,RECDATE,RECFROM,RELNOTES,SITE,SITENO,SLIDENO,STATUS,STATUSBY,STATUSDATE,STERMS,STUDIO,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
2022.58,0,,,Photograph of Holstein bull,M Bonci,2022-09-09 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-09 00:00:00,,,,,,2022.58,"Print, Photographic",,,,,,Ph-p-580,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,Photograph of Holstein Bull,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-09 12:39:00,Unknown,/ /,.F.
2022.535,0,,,Back of photograph,M Bonci,2022-09-09 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-09 00:00:00,,,,,,2022.535,"Print, Photographic",,,,,,Ph-p-535,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,Photogaph of Holstein bull,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-09 12:52:00,Unknown,/ /,.F.
2022.487,0,,,"Holstein Bull, Springfield 1925",RTwedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"KPOP 36 (Holstein bull), Springfield 1925",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.487,"Print, Photographic",,,,,,Ph-p-487,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:22:00,Unknown,/ /,.F.
2022.597,0,,,Prince Sylvius Ladoga,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Prince Sylvius Ladoga, May 15, 1922",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.597,"Print, Photographic",,,,,,Ph-p-597,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:27:00,Unknown,/ /,.F.
2022.599,0,,,"Paul Pontiac Posch, September 17, 1925",Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Paul Pontiac Posch, September 17, 1925",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.599,"Print, Photographic",,,,,,Ph-p-599,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:31:00,Unknown,/ /,.F.
2022.547,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.547,"Print, Photographic",,,,,,Ph-p-547,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:34:00,Unknown,/ /,.F.
2022.546,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.546,"Print, Photographic",,,,,,Ph-p-546,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:38:00,Unknown,/ /,.F.
2022.533,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.533,"Print, Photographic",,,,,,Ph-p-533,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:41:00,Unknown,/ /,.F.
2022.534,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.534,"Print, Photographic",,,,,,Ph-p-534,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:44:00,Unknown,/ /,.F.
2022.489,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.489,"Print, Photographic",,,,,,Ph-p-489,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:49:00,Unknown,/ /,.F.
2022.545,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.545,"Print, Photographic",,,,,,Ph-p-545,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:53:00,Unknown,/ /,.F.
2022.649,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.649,"Print, Photographic",,,,,,Ph-p-649,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 13:56:00,Unknown,/ /,.F.
2022.636,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.636,"Print, Photographic",,,,,,Ph-p-636,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:00:00,Unknown,/ /,.F.
2022.623,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.623,"Print, Photographic",,,,,,Ph-p-623,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:04:00,Unknown,/ /,.F.
2022.476,0,,,Holstein Bull,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Bull,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.476,"Print, Photographic",,,,,,Ph-p-476,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:08:00,Unknown,/ /,.F.
2022.565,0,,,Osborndale Olive May,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Osborndale Olive May,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.565,"Print, Photographic",,,,,,Ph-p-565,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:25:00,Unknown,/ /,.F.
2022.543,0,,,Lady Urmsby Fabs Educator,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Lady Urmsby Fabs Educator,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.543,"Print, Photographic",,,,,,Ph-p-543,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:29:00,Unknown,/ /,.F.
2022.433,0,,,Back of photo,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Urmsby,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.433,"Print, Photographic",,,,,,Ph-p-433,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:40:00,Unknown,/ /,.F.
2022.45,0,,,Ormsby,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Urmsby,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.45,"Print, Photographic",,,,,,Ph-p-450,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:39:00,Unknown,/ /,.F.
2022.596,0,,,"Countess Abberkerk Steimke, September 10, 1925",Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Countess Abberkerk Steimke, September 10, 1925",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.596,"Print, Photographic",,,,,,Ph-p-596,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:45:00,Unknown,/ /,.F.
2022.594,0,,,"Green Plain Cora Veeman, May 15, 1922",Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Green Plain Cora Veeman, May 15, 1922",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.594,"Print, Photographic",,,,,,Ph-p-594,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:49:00,Unknown,/ /,.F.
2022.608,0,,,Cow with Man,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.608,"Print, Photographic",,,,,,Ph-p-608,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:53:00,Unknown,/ /,.F.
2022.63,0,,,Cow,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.63,"Print, Photographic",,,,,,Ph-p-630,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 14:57:00,Unknown,/ /,.F.
2022.591,0,,,Holstein Cow,Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.591,"Print, Photographic",,,,,,Ph-p-591,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 15:02:00,Unknown,/ /,.F.
2022.578,0,,,"Queen Colanthia, June 18, 1923",Rachel Twedt,2022-09-10 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Queen Colanthia, June 18, 1923",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-10 00:00:00,,,,,,2022.578,"Print, Photographic",,,,,,Ph-p-578,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-10 15:07:00,Unknown,/ /,.F.
2022.11,0,,,Holstein cow with Mr. Anderson and Hans Jensen,,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow with Hans Jensen (on right) and Mr. Anderson (on left),,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.11,"Print, Photographic",,,,,,108841,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-16 13:38:00,Unknown,/ /,.F.
2022.629,0,,,Back of photograph,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.629,"Print, Photographic",,,,,,Ph-p-629,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 15:44:00,Unknown,/ /,.F.
2022.643,0,,,Photograph of Holstein cow,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer Inc.,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.643,"Print, Photographic",,,,,,,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 15:40:00,Unknown,/ /,.F.
2022.64,0,,,Photograph of Holstein cow,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer Inc.,,0,0,,,Photograph of Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.64,"Print, Photographic",,,,,,Ph-p-640,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 15:38:00,Unknown,/ /,.F.
2022.462,0,,,,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Photograph of Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.462,"Print, Photographic",,,,,,Ph-p-462,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-16 14:30:00,Unknown,/ /,.F.
2022.449,0,,,Photograph of Holstein cow,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,FEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.449,"Print, Photographic",,,,,,Ph-p-449,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-03-31 17:02:00,Unknown,/ /,.F.
2022.568,0,,,Photograph of Holstein cow,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Photograph of Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.568,"Print, Photographic",,,,,,Ph-p-568,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-03-31 17:02:00,Unknown,/ /,.F.
2022.464,0,,,Back of Photograph,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Photograph of Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.464,"Print, Photographic",,,,,,Ph-p-464,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-16 14:57:00,Unknown,/ /,.F.
2022.584,0,,,Photograph of Holstein cow,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.584,"Print, Photographic",,,,,,Ph-p-584,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-03-31 17:00:00,Unknown,/ /,.F.
2022.585,0,,,,M Bonci,2022-09-16 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Photograph of Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-16 00:00:00,,,,,,2022.585,"Print, Photographic",,,,,,Ph-p-585,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-03-31 17:00:00,Unknown,/ /,.F.
2022.548,0,,,Back of photograph,M Bonci,2022-09-30 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-30 00:00:00,,,,,,2022.548,"Print, Photographic",,,,,,Ph-p-548,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 13:44:00,Unknown,/ /,.F.
2022.632,0,,,Back of photograph,M Bonci,2022-09-30 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-30 00:00:00,,,,,,2022.632,"Print, Photographic",,,,,,ph-p 632,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 15:44:00,Unknown,/ /,.F.
2022.589,0,,,Holstein cow,M Bonci,2022-09-30 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-30 00:00:00,,,,,,2022.589,"Print, Photographic",,,,,,ph-p-589,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 15:18:00,Unknown,/ /,.F.
2022.493,0,,,Holstein cow,M Bonci,2022-09-30 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-30 00:00:00,,,,,,2022.493,"Print, Photographic",,,,,,Ph-p-493,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 15:26:00,Unknown,/ /,.F.
