ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,COPYRIGHT,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DIMNOTES,DISPVALUE,EARLYDATE,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FILMSIZE,FLAGDATE,FLAGNOTES,FLAGREASON,FRAME,FRAMENO,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,LATDEG,LATEDATE,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,MEDIUM,NEGLOC,NEGNO,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,ORIGCOPY,OTHERNO,OUTDATE,PARENT,PEOPLE,PLACE,POLICYNO,PRINTSIZE,PROCESS,PROVENANCE,PUBNOTES,RECAS,RECDATE,RECFROM,RELNOTES,SITE,SITENO,SLIDENO,STATUS,STATUSBY,STATUSDATE,STERMS,STUDIO,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
2023.278,0,,,Van Dom?,,2023-08-25 00:00:00,,Osbone Homestead Museum Collection,/ /,,,,,E.& H.T.Anthony,,0,0,,,Van Dom?,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.278,Negative,,,,,,Ph-p-278,/ /,,,"501 Broadway, New York",,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 15:19:00,Unknown,/ /,.F.
2023.327,0,,,Unidentified Person,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,E.& H.T. Anthony,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.327,Negative,,,,,,Ph-p-327,/ /,,,"501 Broadway, New York",,,,,,,,,,,,,,,/ /,,Brady's National Portrait Gallery,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 15:29:00,Unknown,/ /,.F.
2023.308,0,,,Gen Buckner,,2023-08-25 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,E. H. T. Anthony,,0,0,,,Gen Buckner.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.308,Negative,,,,,,Ph-p-308,/ /,,,"501 Broadway, New York",,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 15:41:00,Unknown,/ /,.F.
2023.29,0,,,E Jomery,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Respecfully young E Jomery,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.29,Negative,,,,,,Ph-p-290,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 15:51:00,Unknown,/ /,.F.
2023.324,0,,,Jackson,,2023-08-25 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Jackson,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-25 00:00:00,,,,,,2023.324,Negative,,,,,,Ph-p-324,/ /,,,"501 Broadway, NewYork",,,,,,,,,,,,,,,/ /,,E. & H.T. Anthony,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-25 15:58:00,Unknown,/ /,.F.
2023.329,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.329,Negative,,,,,,Ph-p-329,/ /,,,"Middletown, Conn.",,,,,,,,,,,,,,,/ /,,Bundys',,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 10:34:00,Unknown,/ /,.F.
2023.292,0,,,"SOUTH-WEST VIEW OF BATTERY, NO.1",,2023-08-29 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,"South-west view of battery, No.1, At FArnhold's House, YorkRiver, mounting 5 100-pound, and 1 200-pound rifled guns. Entered according to Act of Congress, in the year 1862, by Banrnard & Gibson, in the Clerks Office of the District Court of the District of Columbia. The photographs of this series were taken directly from nature, at considerable cost. Warning is therefore given that legal proceedings will be at once institude against any party infringing the copyright.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,365.0,,2023.292,Negative,,,,,,Ph-p-292,/ /,,,,,,,,,,,,,,,,,,/ /,,Brady's Album Gallery,,,,/ /,,,,,"South-West View Of Battery, No.1",,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 12:17:00,Unknown,/ /,.F.
2023.323,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.323,Negative,,,,,,Ph-p-323,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 12:49:00,Unknown,/ /,.F.
2023.321,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.321,Negative,,,,,,Ph-p-321,/ /,,,"Birmingham,Conn.",,,,,,,,,,,,,,,/ /,,J.W Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 13:03:00,Unknown,/ /,.F.
2023.288,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestea Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.288,Negative,,,,,,Ph-p-288,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 13:13:00,Unknown,/ /,.F.
2023.315,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.315,Negative,,,,,,Ph-p-315,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 13:24:00,Unknown,/ /,.F.
2023.289,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.289,Negative,,,,,,Ph-p-289,/ /,,,"Birmingham,Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 13:31:00,Unknown,/ /,.F.
2023.31,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.31,Negative,,,,,,Ph-p-310,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 13:42:00,Unknown,/ /,.F.
3023.328,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person. Manufacturers of the best Photographic Albums.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,3023.328,Negative,,,,,,Ph-p-328,/ /,,,"301 Broadway, New York.",,,,,,,,,,,,,,,/ /,,E. & H.T. Anthony,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 13:58:00,Unknown,/ /,.F.
2023.309,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.309,Negative,,,,,,Ph-p-309,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 14:09:00,Unknown,/ /,.F.
2023.295,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,Bogardus,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC FIle Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.295,Negative,,,,,,Ph-p-295,/ /,,,"363 Broadway, Cor:Fraklin St. New York.",,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 14:23:00,Unknown,/ /,.F.
2023.241,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.241,Negative,,,,,,Ph-p-241,/ /,,,"BIrmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 14:31:00,Unknown,/ /,.F.
2023.268,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC FIle Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.268,Negative,,,,,,Ph-p-268,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 15:05:00,Unknown,/ /,.F.
2023.276,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,136.0,,2023.276,Negative,,,,,,Ph-p-276,/ /,,,"136 Main St. Middletown, Conn.",,,,,,,,,,,,,,,/ /,,Burrows & Bundy,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 15:12:00,Unknown,/ /,.F.
2023.282,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.282,Negative,,,,,,Ph-p-282,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 15:18:00,Unknown,/ /,.F.
2023.307,0,,,Unidentified Person,,2023-08-29 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC FIle Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-29 00:00:00,,,,,,2023.307,Negative,,,,,,Ph-p-307,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-29 15:24:00,Unknown,/ /,.F.
2023.319,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.319,Negative,,,,,,Ph-p-319,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 10:52:00,Unknown,/ /,.F.
2023.318,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC FIle Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.318,Negative,,,,,,Ph-p-318,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 10:57:00,Unknown,/ /,.F.
2023.3,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.3,Negative,,,,,,Ph-p-300,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 11:42:00,Unknown,/ /,.F.
2023.311,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.311,Negative,,,,,,Ph-p-311,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 12:01:00,Unknown,/ /,.F.
2023.253,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestaed Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.253,Negative,,,,,,Ph-p-253,/ /,,,Broadway & Tenth St. New York. & 352 Pensylvania Av. Washighton D.C,,,,,,,,,,,,,,,/ /,,Brady's National Photographic Potrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 12:35:00,Unknown,/ /,.F.
2023.266,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.266,Negative,,,,,,Ph-p-266,/ /,,,New York & Washington,,,,,,,,,,,,,,,/ /,,Brady's National Potrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 12:58:00,Unknown,/ /,.F.
2023.267,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.267,Negative,,,,,,Ph-p-267,/ /,,,"Waterbury, Conn.",,,,,,,,,,,,,,,/ /,,G.N. Granniss Photograher,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 13:15:00,Unknown,/ /,.F.
2023.291,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.291,Negative,,,,,,Ph-p-291,/ /,,,New York & Washington.,,,,,,,,,,,,,,,/ /,,Brady's National Potrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 13:26:00,Unknown,/ /,.F.
2023.299,0,,,Unidentified Person,,2023-08-30 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-30 00:00:00,,,,,,2023.299,Negative,,,,,,Ph-p-299,/ /,,,"368 Main St. Hartford, CT.",,,,,,,,,,,,,,,/ /,,Prescott & Gage Photograpghers,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-30 13:32:00,Unknown,/ /,.F.
2023.316,0,,,Unidentified Person,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Unidentified person,",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.316,Negative,,,,,,Ph-p-316,/ /,,,Broadway & Tenth Street. New York. & 352 Pennslyvania Av. Washington D.C,,,,,,,,,,,,,,,/ /,,Brady's National Photographic Portrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 11:55:00,Unknown,/ /,.F.
2023.302,0,,,Gen Branch,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Gen Branch.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.302,Negative,,,,,,Ph-p-302,/ /,,,"501 Broadway, New York",,,,,,,,,,,,,,,/ /,,E & H. T Anthony,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 12:10:00,Unknown,/ /,.F.
2023.322,0,,,Unidentified Person,,2023-08-31 00:00:00,,,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.322,Negative,,,,,,,/ /,,,"337 Chapel Street, New Haven, Conn.",,,,,,,,,,,,,,,/ /,,Filley & Gilbert,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 13:02:00,Unknown,/ /,.F.
2023.325,0,,,Unidentified Person,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.325,Negative,,,,,,Ph-p-325,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 13:11:00,Unknown,/ /,.F.
2023.271,0,,,Unidentified Person,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.271,Negative,,,,,,Ph-p-271,/ /,,,Broadway & Tenth Street. New York & 352 Pennslyvania av. Washignton D.C.,,,,,,,,,,,,,,,/ /,,Brady's National Photographic Potrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 13:22:00,Unknown,/ /,.F.
2023.287,0,,,Unidentified Person,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.287,Negative,,,,,,Ph-p-287,/ /,,,Broadway & Tenth Street. New York & Pennslyvania Av. Washington D.C.,,,,,,,,,,,,,,,/ /,,Brady's National Photographic Portrait Galleries,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 15:13:00,Unknown,/ /,.F.
2023.281,0,,,Unidentified Person,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.281,Negative,,,,,,Ph-p-281,/ /,,,"Birmingham, Conn.",,,,,,,,,,,,,,,/ /,,J.W. Storrs,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 15:19:00,Unknown,/ /,.F.
2023.313,0,,,Unidentified Person,,2023-08-31 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,Unidentified person.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.313,Negative,,,,,,Ph-p-313,/ /,,,308 Penna Avune. Washington D.C.,,,,,,,,,,,,,,,/ /,,R.W. Addis Photograher,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 15:26:00,Unknown,/ /,.F.
2023.317,0,,,Gen Jeff,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Gen Jeff B. Entered Accordin to Act of Congress in the year 1562 by E. Anthony in the Clerk's office of the District Court of the U.S for the So.District Of New York.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.317,Negative,,,,,,Ph-p-317,/ /,,,"501 Broadway, New York.",,,,,,,,,,,,,,,/ /,,E & H.T. Anthony,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 15:41:00,Unknown,/ /,.F.
2023.306,0,,,Gen Bragg,,2023-08-31 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Gen Bragg,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-31 00:00:00,,,,,,2023.306,Negative,,,,,,Ph-p-306,/ /,,,"501 Broadway, New York.",,,,,,,,,,,,,,,/ /,,E & H.T Anthony,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-31 15:50:00,Unknown,/ /,.F.
